Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
1437.001,2.263770203,19780.99976,9.069999059,21.33000001,100,4003.870118,1.460000096,311.15,124.9764165,1400.150024,100.81
1438.001,2.263770203,19738.00049,9.269999832,21.17000013,100,4004.030029,1.460000096,311.15,124.9764165,1401.050049,111.85
1439,2.243375783,19758.99964,8.899999826,21.92000015,100,4003.949952,1.460000096,311.15,124.9968154,1401.959961,100.81
1440.079,2.161798102,19728.10694,11.85662796,19.741896,99.79,3987.855834,1.460000096,311.15,125.068195,1402.842,106.26
1441,2.273966959,19736.00006,9.149999097,20.69000048,100,4004.120118,1.460000096,311.15,124.9662252,1403.780029,106.26
1442,2.222981363,19722.99957,8.609999857,20.63999926,100,4004.249999,1.460000096,311.15,125.0172062,1404.680054,98.14
1443.036,2.070023665,19714.99939,8.609999857,20.7800006,119,4004.379884,1.460000096,311.15,125.1701653,1405.599975,106.26
1444.142,2.202586942,19578.42176,11.41327549,19.732752,119,3987.855834,1.460000096,311.15,125.0274057,1406.542272,106.26
1445.042,2.222981363,19683.00018,8.129999629,20.70999902,119,4004.639893,1.460000096,311.15,125.0070068,1407.410034,120.51
1446.053,1.917066421,19663.99994,8.849999971,20.63999926,119,4004.719969,1.460000096,311.15,125.3129249,1408.319946,106.26
1447.014,2.30455859,19650,8.700000408,20.63999926,120,4004.969969,1.460000096,311.15,124.9356272,1409.22998,100.81
1448.053,1.61115148,19657.00073,7.809999477,20.54999913,120,4004.969969,1.460000096,311.15,125.6290343,1410.140015,126.46
1449.019,2.212784153,19576.97386,12.59419292,19.732752,119,3987.855834,1.460000096,311.15,125.0274057,1410.9192,114.7
1450.028,1.825291984,19625.99945,8.260000877,20.05999961,120,4005.090088,1.460000096,311.15,125.4047034,1411.949951,98.14
1451,2.019038068,19611.99951,7.699999255,19.52000038,119,4005.129884,1.460000096,311.15,125.2211541,1412.869995,98.14
1452,2.355544186,19599.00055,8.289999705,23.72999948,120,4005.129884,1.460000096,311.15,124.8846457,1413.770019,109.04
1453.131,1.723320337,19613.99994,8.550000846,24.63999939,119,4005.139892,1.460000096,311.15,125.516865,1414.689941,114.7
1454,2.671656338,19611.99951,8.460000294,25.27000056,120,4005.149901,1.460000096,311.15,124.5685363,1415.589966,100.81
1455.03,2.019038068,19617.99927,8.629999528,25.14999959,120,4005.149901,1.460000096,311.15,125.2211541,1416.48999,106.26
1456.1,2.243375783,19641.37089,10.34082349,24.935688,120,3987.855834,1.460000096,311.15,124.9968154,1417.191984,106.26
1457.096,2.406530237,19602.55341,9.215494595,24.067008,119.89,3987.855834,1.460000096,311.15,124.8336569,1418.146008,103.52
1458.011,2.080220875,19583.45493,10.64588253,23.902416,119.52,3987.855834,1.460000096,311.15,125.1599658,1418.962872,95.51
1459.014,2.437121867,19602.00043,8.960000193,24.65999975,119,4005.149901,1.460000096,311.15,124.8030666,1420.140015,103.52
1460.144,2.488107464,19636.26877,13.67206819,25.005792,120,3987.855834,1.460000096,311.15,124.7520779,1420.867872,111.85
1461.059,2.212784153,19628.96033,13.20024354,24.996648,120,3987.855834,1.460000096,311.15,125.0274057,1421.681688,98.14
1462.071,2.437121867,19611.00006,8.649999198,25.51000008,119,4005.149901,1.460000096,311.15,124.8030666,1422.869995,103.52
1463,2.202586942,19871.00067,8.499999635,25.35000051,119,4002.18994,1.460000096,311.15,125.0376047,1423.780029,98.14
1464.049,2.110812505,19977.99988,8.890000668,23.75000015,120,4000.21997,1.460000096,311.15,125.1191761,1424.689941,120.51
1465.021,2.386135817,20042.36998,11.70613217,25.033224,119.77,3987.855834,1.460000096,311.15,124.8540554,1425.21432,114.7
1466,2.161798102,20071.00067,8.629999528,24.3299998,120,4005.090088,1.460000096,311.15,125.0783945,1426.520019,109.04
1467.109,2.233178573,20048.57526,9.005342813,24.999696,119.36,3987.855834,1.460000096,311.15,124.9968154,1426.976064,120.51
1468.011,2.457516287,20025,8.289999705,24.37000084,120,4005.080079,1.460000096,311.15,124.7724764,1428.339966,117.59
1469.017,2.141404136,20008.99963,8.880000155,23.8199996,119,4005.090088,1.460000096,311.15,125.0987853,1429.23999,126.46
1470.026,2.30455859,19999.00055,8.760000776,23.9699993,120,4005.129884,1.460000096,311.15,124.9254354,1430.150024,106.26
1471.001,2.33515022,20000,8.56999916,23.31999959,119,4005.129884,1.460000096,311.15,124.8948452,1431.069946,117.59
1472.01,2.070023665,20000.99945,8.899999826,22.93000037,119,4005.139892,1.460000096,311.15,125.1701653,1431.979981,111.85
1473.098,2.437121867,19988.38403,13.25854372,24.9936,119.39,3987.855834,1.460000096,311.15,124.8030666,1432.395408,117.59
1474.001,1.937460841,19977.00043,8.239999851,17.37000092,120,4005.139892,1.460000096,311.15,125.3027254,1433.800049,111.85
1475,2.008840858,19972.99957,7.780000649,13.7700005,119,4005.120117,1.460000096,311.15,125.2211541,1434.709961,123.47
1476.146,1.59075706,20006.79303,12.41251332,14.971776,119.6,3987.855834,1.460000096,311.15,98.46379505,1435.098984,117.59
1477.046,2.090418085,20172.99957,8.460000294,22.94000055,119,4005.070067,1.460000096,311.15,126.0981105,1436.550049,138.79
1478,2.3147558,20160.00061,8.109999958,27.20000087,119,4005.139892,1.460000096,311.15,125.8737719,1437.459961,117.59
1479.435,2.437121867,20092.7017,14.81095527,24.960072,119.45,3987.855834,1.460000096,311.15,125.7412036,1437.936672,126.46
1480.094,2.30455859,20133.00018,8.800000117,27.26000014,119,4005.139892,1.460000096,311.15,125.8737719,1439.280029,103.52
1481.032,2.396333027,20135.24236,13.45920477,24.920448,119.09,3987.855834,1.460000096,311.15,125.7921928,1439.421048,123.47
1482.035,2.590079111,20169.00025,9.209999465,26.21999938,120,4005.090088,1.460000096,311.15,125.5882527,1440.099976,120.51
1483.01,2.569684691,20161.02875,12.91687759,21.814536,119,3987.855834,1.460000096,311.15,125.6188425,1441.176696,111.85
1484.001,2.916388472,19544.9997,8.670000225,23.89999955,120,3925.95996,1.460000096,311.15,125.2721351,1441.859985,120.51
1485.01,2.661459128,18249.00055,8.990000377,26.40999981,120,3789.820067,1.460000096,311.15,125.5270645,1442.729981,109.04
1486.052,2.355544186,17088.51806,9.620884161,24.926544,119.71,3604.847848,1.460000096,311.15,125.8329821,1443.874176,106.26
1487.086,2.365741396,18400,8.979999864,26.41999999,121,3808.580077,1.460000096,311.15,125.8227831,1444.5,103.52
1488,2.539093514,18399.00055,9.200000307,26.09000004,119,3783.419923,1.460000096,311.15,125.6494328,1445.369995,117.59
1489.064,2.426924657,17972.00012,9.189999794,25.48999972,120,3749.929933,1.460000096,311.15,125.7616026,1446.25,100.81
1490,2.528896304,19966.00037,10.1000004,27.71999942,119,3989.439942,1.460000096,311.15,125.6596323,1447.140015,111.85
1491.002,2.549290724,20258.99964,9.570000314,29.97999968,120,4005.120117,1.460000096,311.15,125.6392338,1448.02002,117.59
1492.148,2.987768489,20241.28372,10.07779481,29.775912,119.24,3987.855834,1.460000096,311.15,125.2007556,1449.259992,114.7
1493.048,2.579881901,20250.99945,9.620000168,29.70000065,120,4005.02002,1.460000096,311.15,125.6086435,1449.77002,120.51
1494.13,2.681853548,20290.16755,11.52580838,28.507944,119.51,3987.855834,1.460000096,311.15,125.4964742,1451.006496,132.55
1495.044,3.059148506,20293.54598,12.4111575,21.582888,119.47,3987.855834,1.460000096,311.15,125.1191761,1451.814216,126.46
1496.044,2.794022405,20277.00043,10.23999945,24.77000055,120,4004.999999,1.460000096,311.15,125.3945039,1452.380005,117.59
1497.001,2.957177313,20302.00042,10.81000023,27.8400001,119,4005.02002,1.460000096,311.15,125.2313458,1453.280029,126.46
1498.001,2.814416825,20321.00067,10.76000037,29.18000026,119,4005.060058,1.460000096,311.15,125.3741054,1454.140015,135.65
1499.006,2.651261918,20362.01092,17.13347141,29.556456,119,3987.855834,1.460000096,311.15,125.5372635,1455.307224,126.46
1500.003,2.875599632,20360.00061,12.35999978,27.46999942,120,4005.040041,1.460000096,311.15,125.3129249,1455.880005,138.79
1501.033,2.712445178,20272.99957,12.27999974,20.26000022,120,4004.979982,1.460000096,311.15,125.476083,1456.75,106.26
1502.009,2.610473531,20228.99933,11.53999973,19.97999966,120,4004.949952,1.460000096,311.15,125.5678538,1457.619995,120.51
1503.011,2.671656338,20216.00037,11.02000016,20.04999912,120,4004.949952,1.460000096,311.15,125.516865,1458.5,126.46
1504.014,2.590079111,20402.99988,12.74999945,19.73999984,120,4004.999999,1.460000096,311.15,125.598444,1459.369995,132.55
1505.02,2.549290724,20124.00055,9.34999987,19.25000001,120,4004.98999,1.460000096,311.15,125.6290343,1460.23999,123.47
1506.017,2.447319077,20125.93443,9.4500511,20.080224,119.13,3987.855834,1.460000096,311.15,125.7412036,1461.473328,132.55
1507.056,2.447319077,20135.00061,9.020000561,19.40999989,119,4005.040041,1.460000096,311.15,125.7412036,1461.979981,123.47
1508.032,2.498304674,20111.99951,8.499999635,19.34000013,120,4005.02002,1.460000096,311.15,125.6800231,1462.849975,120.51
1509.062,2.426924657,20138.99994,9.020000561,18.96999945,120,4004.98999,1.460000096,311.15,125.7514031,1463.719971,103.52
1510.037,2.365741396,20096.00067,8.01000025,19.25000001,119,4004.95996,1.460000096,311.15,125.8125836,1464.589966,141.96
1511,2.416727447,20082.00073,9.109999756,18.67000005,119,4005.02002,1.460000096,311.15,125.7616026,1465.449951,120.51
1512,2.488107464,20057.00073,8.020000763,18.72999962,120,4005.030028,1.460000096,311.15,125.7004143,1466.329956,132.55
1513,2.467713497,20052.00043,9.010000047,18.37999931,119,4005.010011,1.460000096,311.15,125.7208128,1467.189941,129.49
1514,2.426924657,20038.00049,8.079999775,18.15999985,120,4004.979982,1.460000096,311.15,125.7514031,1468.060059,126.46
1515.008,2.396333027,20067.88058,12.52911366,20.058888,119,3987.855834,1.460000096,311.15,125.7921928,1469.385936,126.46
1516.029,2.661459128,20030.99976,8.629999528,18.46999943,120,4004.939943,1.460000096,311.15,125.5270645,1469.800049,120.51
1517.002,2.30455859,19577.00043,7.540000535,4.409999714,119,3948.55005,1.460000096,311.15,125.9553432,1470.650025,135.65
1518.056,2.375938606,20273.62014,13.82256398,19.723608,119.45,3987.855834,1.460000096,311.15,126.7609201,1472.068176,129.49
1519.007,2.722642388,20208.99964,8.550000846,22.80999939,120,4004.780028,1.460000096,311.15,126.4142204,1472.619995,145.17
1520.102,2.355544186,20228.39053,9.889336115,24.700992,119.59,3987.855834,1.460000096,311.15,126.7813186,1473.808584,145.17
1521.001,2.539093514,20216.99982,9.310000529,25.6499996,119,4004.729982,1.460000096,311.15,126.5977693,1474.359985,135.65
1522.001,2.926585229,20242.99927,9.600000498,27.78000083,119,4004.790041,1.460000096,311.15,126.2102721,1475.23999,132.55
1523,2.477910254,20213.99994,8.960000193,28.43000024,120,4004.840088,1.460000096,311.15,126.6589498,1476.099976,123.47
1524,2.426924657,20211.00006,9.120000269,27.20999922,120,4004.879884,1.460000096,311.15,126.6997396,1476.98999,132.55
1525,3.079542926,20211.99951,9.109999756,27.82999992,120,4004.790041,1.460000096,311.15,126.0573212,1477.849976,114.7
1526.033,2.518699094,20213.00049,8.529999819,25.20000081,119,4004.73999,1.460000096,311.15,126.6181605,1478.729981,129.49
1527.033,2.212784153,20211.00006,9.149999097,26.99999995,120,4004.689943,1.460000096,311.15,126.9240782,1479.599976,120.51
1528.02,3.681175599,20208.00019,9.340000713,23.37999916,120,4004.729982,1.460000096,311.15,125.4556845,1480.459961,60.29
1529.005,2.926585229,20250,9.709999363,6.719999666,120,4004.790041,1.460000096,311.15,126.2102721,1481.329956,103.52
1530.096,4.864046524,20074.36165,9.82696849,1.53924,119.6,3987.855834,1.460000096,311.15,124.2728176,1482.663024,138.79
1531.001,7.729448946,20113.00049,7.329999249,2.250000072,119,4004.159914,1.460000096,311.15,121.4074098,1483.069946,126.46
1532.016,4.558131129,20146.00067,9.439999066,18.55999956,120,4004.310058,1.460000096,311.15,124.578728,1483.939942,129.49
1533.001,3.752555616,20022.00013,9.260000675,19.95000064,119,4004.379884,1.460000096,311.15,125.3843044,1484.810059,138.79
1534.022,3.93610449,20050.99945,9.020000561,19.6599999,120,4004.199952,1.460000096,311.15,125.2007556,1485.680054,129.49
1535.009,3.303880641,20172.99957,9.789999402,20.05999961,119,4004.370118,1.460000096,311.15,125.8329821,1486.550049,132.55
1536,3.079542926,20072.99957,9.499999433,19.64999971,120,4004.469969,1.460000096,311.15,126.0573212,1487.410034,129.49
1537.042,2.539093514,20074.00055,9.090000086,19.30999958,120,4004.30005,1.460000096,311.15,126.5977693,1488.280029,123.47
1538.009,2.641064708,20110.00061,9.910000136,18.93000024,120,4004.389893,1.460000096,311.15,126.4957994,1489.150024,132.55
1539.014,2.559487481,20091.00037,9.13999994,19.22999964,120,4004.370118,1.460000096,311.15,126.567179,1490.020019,111.85
1540.002,2.620670741,20069.88006,12.84366342,20.068032,119,3987.855834,1.460000096,311.15,126.5161902,1491.383352,117.59
1541.02,2.508501884,20086.00006,9.54000013,20.209999,119,4004.439943,1.460000096,311.15,126.6283595,1491.75,126.46
1542.248,2.539093514,20064.4332,14.20354883,20.061936,119.44,3987.855834,1.460000096,311.15,126.5977693,1493.263968,117.59
1543.056,2.681853548,20102.6991,10.91840194,20.05584,119.52,3987.855834,1.460000096,311.15,126.4550097,1494.06864,126.46
1544.065,2.386135817,20078.99933,9.54000013,20.07999997,119,4004.469969,1.460000096,311.15,126.7507283,1494.339966,123.47
1545.001,2.712445178,20094.99969,9.949999478,23.95000077,119,4004.48999,1.460000096,311.15,126.4244194,1495.209961,126.46
1546.049,2.579881901,20063.99994,9.709999363,24.27000053,120,4004.499999,1.460000096,311.15,126.55698,1496.069946,117.59
1547,2.681853548,20067.99927,9.760000574,24.27000053,120,4004.439943,1.460000096,311.15,126.4550097,1496.949951,129.49
1548,2.681853548,20077.00042,10.06000106,23.98999967,120,4004.379884,1.460000096,311.15,126.4550097,1497.819946,126.46
1549.045,2.457516287,20082.00073,9.239999648,24.45999914,119,4004.389893,1.460000096,311.15,126.6793488,1498.670044,132.55
1550.057,2.722642388,20097.00012,9.310000529,23.95000077,120,4004.449952,1.460000096,311.15,126.4142204,1499.530029,135.65
1551.033,2.651261918,20067.99927,9.509999946,23.4599991,120,4004.409914,1.460000096,311.15,126.4856,1500.400025,111.85
1552.008,2.549290724,20055.99976,8.930000009,23.02000049,120,4004.439943,1.460000096,311.15,126.5875702,1501.270019,106.26
1553.017,2.834811245,20067.99927,9.579999471,23.37000081,120,4004.48999,1.460000096,311.15,126.3020506,1502.130005,103.52
1554.001,2.569684691,20067.99927,9.609999655,23.18000038,119,4004.389893,1.460000096,311.15,126.567179,1502.98999,100.81
1555.074,2.600276321,20072.00012,9.770001087,22.89999951,120,4004.399901,1.460000096,311.15,126.536581,1503.849976,92.91
1556.12,2.590079111,20116.21283,15.02381869,25.075896,119.41,3987.855834,1.460000096,311.15,126.5467805,1505.46816,100.81
1557.059,2.437121867,20144.99969,8.439999268,13.78999995,120,4004.27002,1.460000096,311.15,126.944469,1505.579956,98.14
1558.046,2.936782892,20450.99945,9.059999902,24.78000073,120,4003.889893,1.469999971,311.15,127.1484172,1506.430054,106.26
1559.055,2.987768489,20593.74372,14.59673603,24.999696,119.3,3987.855834,1.469999971,311.15,127.097428,1508.1504,98.14
1560,2.865402422,20572.00012,9.470000605,27.29999935,119,4003.780029,1.469999971,311.15,127.2095978,1508.160034,103.52
1561.064,2.997965699,20530.86353,12.8043447,24.926544,119,3987.855834,1.469999971,311.15,127.087229,1509.893856,109.04
1562.1,2.845008002,19922.12541,9.458186008,24.9174,119.61,3925.43439,1.469999971,311.15,127.2401876,1510.829592,114.7
1563.002,2.712445178,18357.00073,9.3300002,25.69000064,119,3746.01001,1.469999971,311.15,127.3727559,1510.73999,129.49
1564.008,3.140725733,18472.00012,9.729999034,26.86000074,119,3782.590089,1.469999971,311.15,126.944469,1511.609985,120.51
1565.047,2.865402422,18933.99963,8.939999167,25.65999978,120,3819.02002,1.469999971,311.15,127.2095978,1512.449951,114.7
1566.001,2.987768489,18169.99969,10.79000055,25.04999928,120,3740.379883,1.469999971,311.15,127.087229,1513.319946,100.81
1567.05,3.25289459,20110.00061,9.680000536,26.44000066,119,3975.790037,1.460000096,311.15,126.8322997,1514.170044,111.85
1568.001,3.038754539,20475,8.990000377,25.84000003,120,4003.760011,1.460000096,311.15,127.0464393,1515.040039,100.81
1569.001,2.702247968,20460.00061,9.719999877,30.60000037,120,4003.749999,1.469999971,311.15,127.3829476,1515.910034,120.51
1570.074,3.110134556,20453.98699,13.78324526,29.772864,119.08,3987.855834,1.460000096,311.15,126.9750592,1517.800368,98.14
1571.025,3.507823935,20422.00012,9.460000092,29.56999979,119,4003.77002,1.460000096,311.15,126.5773708,1517.609985,71.13
1572.006,3.314077851,20434.47482,13.00229412,29.803344,119.22,3987.855834,1.460000096,311.15,126.7711191,1519.540776,92.91
1573.055,3.059148506,20419.00024,11.02000016,29.80999961,120,4003.699952,1.460000096,311.15,127.0260485,1519.329956,92.91
1574.091,3.314077851,20411.00006,9.600000498,29.80999961,119,4003.77002,1.469999971,311.15,126.7711191,1520.170044,100.81
1575.042,3.181514573,20405.99976,10.65000015,30.10000035,120,4003.679931,1.460000096,311.15,126.9036797,1521.040039,106.26
1576.032,2.977571279,20413.99994,10.26000047,29.56999979,120,4003.77002,1.460000096,311.15,127.1076275,1521.890015,98.14
1577.035,3.191711783,20456.95173,14.14796029,29.775912,119.51,3987.855834,1.460000096,311.15,126.8934879,1523.963424,92.91
1578.041,3.212106203,20452.99988,10.00999985,28.73999982,119,4003.749999,1.460000096,311.15,126.8628976,1523.599976,92.91
1579.001,3.038754539,20442.99927,10.56000095,28.98999983,120,4003.649901,1.460000096,311.15,127.0464393,1524.459961,78.07
1580.025,3.140725733,20438.00049,10.34000051,29.93000029,119,4003.77002,1.460000096,311.15,126.944469,1525.310058,95.51
1581.028,3.150922943,20430.99975,9.620000168,29.95999901,120,4003.790037,1.460000096,311.15,126.9342777,1526.170044,87.82
1582,3.201908993,20433.99964,10.07999937,30.42000012,119,4003.77002,1.460000096,311.15,126.8832889,1527.02002,98.14
1583,3.099937346,20438.99994,10.64000099,29.94000047,119,4003.749999,1.469999971,311.15,126.9852587,1527.880005,92.91
1584,3.29368343,20458.00018,10.26000047,30.29000079,119,4003.790037,1.460000096,311.15,126.7813186,1528.729981,106.26
1585.155,3.191711783,20334.08716,13.07279666,30.013656,119.61,3987.855834,1.460000096,311.15,126.8934879,1531.059168,103.52
1586.115,3.059148506,20432.06166,11.14075608,30.013656,119.31,3987.855834,1.460000096,311.15,127.0260485,1531.86384,95.51
1587.033,3.324275061,20436.99951,10.50000059,28.94000044,120,4003.790037,1.460000096,311.15,126.7507283,1531.280029,98.14
1588.032,3.426246254,20467.70755,13.60427729,30.047184,119,3987.855834,1.469999971,311.15,126.6589498,1533.604248,103.52
1589.032,3.181514573,20430.0003,10.34000051,28.72999964,119,4003.820067,1.469999971,311.15,126.8934879,1532.98999,100.81
1590.001,3.110134556,20463.99994,10.15999941,29.43000027,119,4003.790037,1.469999971,311.15,126.9750592,1533.849976,92.91
1591.056,3.222303414,20473.91283,16.59250005,30.056328,119.03,3987.855834,1.469999971,311.15,126.8628976,1536.280392,90.35
1592.123,3.181514573,20492.80447,15.47259443,30.0228,120,3987.855834,1.469999971,311.15,126.9036797,1537.219176,103.52
1593.037,3.110134556,20525.41667,15.9010329,30.028896,119.68,3987.855834,1.469999971,311.15,126.9750592,1538.0208,95.51
1594,3.171317363,20510.00061,10.00999985,27.49999997,120,4003.780029,1.469999971,311.15,126.9138791,1537.25,103.52
1595.122,3.120331766,20387.93521,13.97983887,30.034992,119.92,3987.855834,1.469999971,311.15,126.9648679,1539.761208,100.81
1596,3.028557329,20510.00061,10.23999945,28.11000047,119,4003.820067,1.469999971,311.15,127.0566387,1538.939941,106.26
1597,3.089740136,20564.99939,10.06000106,22.20999906,120,4003.73999,1.479999965,311.15,127.0566387,1539.790039,103.52
1598.03,3.140725733,20702.00042,9.840000612,27.24999996,120,4003.510011,1.469999971,311.15,127.8928054,1540.640015,95.51
1599.002,3.110134556,20694.99969,9.910000136,27.05999952,119,4003.55005,1.469999971,311.15,127.9233957,1541.5,98.14
1600.005,2.946980102,20727.00043,9.460000092,27.54999936,119,4003.55005,1.460000096,311.15,128.0865542,1542.339966,92.91
1601.011,3.069345716,20705.99976,9.54000013,27.04000099,119,4003.639893,1.469999971,311.15,127.9641854,1543.189941,87.82
1602.001,3.048951296,20703.99933,9.910000136,26.21999938,120,4003.620118,1.469999971,311.15,127.9743849,1545.469971,92.91
1603.001,3.028557329,19277.00043,10.10999955,26.0100001,120,3825.570069,1.469999971,311.15,128.0049752,1546.349976,100.81
1604.001,3.222303414,19285.00061,10.47999956,26.06999968,120,3847.98999,1.469999971,311.15,127.8112264,1547.23999,95.51
1605.028,3.089740136,18405.99975,9.999999332,26.06999968,120,3746.719971,1.460000096,311.15,127.9437946,1548.089966,100.81
1606,2.946980102,19072.00012,9.429999908,25.93000016,119,3818.540041,1.460000096,311.15,128.0763547,1548.969971,85.33
1607.058,3.25289459,17354.65569,11.72782525,24.923496,119.93,3626.348988,1.460000096,311.15,127.7806361,1550.340816,95.51
1608,3.242697834,18299.00055,10.21000062,26.04999931,119,3739.050049,1.469999971,311.15,127.7908356,1550.719971,95.51
1609,3.028557329,20677.00043,10.00999985,26.20000084,119,4003.409914,1.460000096,311.15,128.0049752,1551.599976,92.91
1610.03,3.2630918,20677.99988,9.770001087,25.24999989,119,4003.43994,1.469999971,311.15,127.7704448,1552.47998,90.35
1611.02,3.212106203,20714.8846,14.4204797,24.941784,119.89,3987.855834,1.469999971,311.15,127.8214259,1553.821632,95.51
1612.081,3.079542926,20678.99933,9.819999585,25.26000008,119,4003.52002,1.469999971,311.15,127.9539937,1554.219971,98.14
1613.096,2.967374069,20758.80421,15.51869224,25.021032,119.21,3987.855834,1.460000096,311.15,128.0661553,1555.565088,109.04
1614.038,3.2630918,20660.00061,10.12000007,25.39999959,120,4003.629884,1.460000096,311.15,127.7704448,1555.969971,90.35
1615.117,3.120331766,20652.00043,10.94000012,24.84,119,4003.669922,1.469999971,311.15,127.9132044,1556.839966,98.14
1616.092,3.130528523,20665.3113,14.05169722,25.02408,119.52,3987.855834,1.469999971,311.15,127.9030049,1558.241232,100.81
1617.074,3.120331766,20655.0003,9.810000428,25.1399994,119,4003.68994,1.469999971,311.15,127.9132044,1558.589966,106.26
1618.031,2.977571279,20643.17913,11.37938004,24.563832,119.38,3987.855834,1.469999971,311.15,128.055964,1559.984688,103.52
1619.079,3.191711783,20653.99933,10.02999952,24.52000054,119,4003.749999,1.469999971,311.15,127.8418244,1560.349976,95.51
1620.006,3.079542926,20625,9.890000466,24.15999974,120,4003.959961,1.469999971,311.15,127.9539937,1561.219971,100.81
1621.079,3.150922943,20584.57369,18.28591667,25.097232,119.57,3987.855834,1.469999971,311.15,127.8826141,1562.66388,87.82
1622.072,3.405852288,20619.00025,11.11999986,25.14999959,119,4003.929931,1.469999971,311.15,127.6276848,1562.97998,103.52
1623.087,2.997965699,20465.50123,14.93297888,25.097232,119,3987.855834,1.469999971,311.15,128.035565,1564.404288,87.82
1624.069,3.27328901,20608.99964,10.52999941,24.82999982,120,4004.040037,1.469999971,311.15,127.7602453,1564.719971,66.69
1625.041,3.518021145,20686.6161,16.52606497,25.0698,119,3987.855834,1.469999971,311.15,127.5155155,1566.144696,92.91
1626.001,3.242697834,20616.99982,10.57000011,23.94000058,120,4004.149901,1.469999971,311.15,127.7908356,1566.469971,95.51
1627.001,3.150922943,20632.00073,10.34000051,24.45000078,119,4004.080079,1.469999971,311.15,127.8826141,1567.339966,98.14
1628.028,3.171317363,20649.00055,10.84000041,24.06999961,119,4004.149901,1.469999971,311.15,127.8622152,1568.219971,87.82
1629.001,3.354866237,20653.99933,10.79999971,24.2900009,120,4004.320067,1.469999971,311.15,127.6786663,1569.089966,78.07
