Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
1332.019,3.850999221,18534.41761,12.21591971,24.868632,49,3766.333524,12.017384,444.5,120.1339392,1306.939728,54.26
1333.025,4.336343057,18497.46171,11.59224346,24.889968,49,3766.333524,12.017384,444.5,119.4354069,1307.79012,67.61
1334.024,3.274936911,18503.04646,10.95500902,24.859488,49.39,3766.333524,12.017384,444.5,120.6328908,1308.777672,70.46
1335.024,3.438230165,18483.18956,11.41598712,24.896064,59.45,3766.333524,12.017384,444.5,120.5875316,1309.765224,64.82
1336.002,2.739697915,20326.15819,9.911029202,24.859488,59.59,3987.855834,12.017384,444.5,121.1363783,1310.612568,56.81
1337.005,2.322392934,20373.45622,8.690793049,24.862536,60,3987.855834,12.017384,444.5,121.8848057,1311.60012,62.09
1338.045,3.048140726,20307.81813,9.273794767,24.859488,59.57,3987.855834,12.017384,444.5,120.7326811,1312.447464,70.46
1339.014,3.061748498,20345.46351,11.91763977,24.853392,59.61,3987.855834,12.017384,444.5,121.1091628,1313.431968,67.61
1340.001,3.447302012,20310.30024,10.84654359,26.011632,59.43,3987.855834,12.017384,444.5,120.623819,1314.276264,54.26
1341.001,5.302494805,20231.35527,13.30057407,25.981152,59.93,3987.855834,12.017384,444.5,118.9092398,1315.260768,67.61
1342.01,2.735161991,20291.5465,10.83298541,20.784312,59.3,3987.855834,12.017384,444.5,121.4448211,1316.105064,73.36
1343.001,4.799007275,20177.57617,12.29726879,20.775168,59.02,3987.855834,12.017384,444.5,119.2448981,1317.089568,51.76
1344.016,4.227480888,20191.36568,11.87696523,15.587472,59.06,3987.855834,12.017384,444.5,119.5624128,1318.071024,56.81
1345.037,4.381702294,20187.64251,11.17193989,15.593568,59.65,3987.855834,12.017384,444.5,119.3764399,1318.912272,67.61
1346.015,4.699216953,20163.57981,12.31082697,14.916912,59.88,3987.855834,12.017384,444.5,119.1995389,1319.893728,62.09
1347.012,4.454277073,20227.56316,10.73807815,14.916912,59.74,3987.855834,12.017384,444.5,119.7710653,1320.734976,82.43
1348.027,4.558603319,20135.51815,12.33794333,14.913864,59.74,3987.855834,12.017384,444.5,119.2222185,1321.716432,73.36
1349.002,5.030339383,20104.76753,12.22947789,14.913864,59.03,3987.855834,12.017384,444.5,119.0589253,1322.554632,76.33
1350.02,4.86704613,20180.47196,12.12101246,14.9352,59.62,3987.855834,12.017384,444.5,119.0090301,1323.53304,70.46
1351.06,5.19816856,20157.09874,12.79892143,14.916912,60,3987.855834,12.017384,444.5,118.7323388,1324.514496,64.82
1352.001,5.134665628,20144.82607,13.00229412,14.929104,59.34,3987.855834,12.017384,444.5,118.7913058,1325.349648,59.42
1353.001,5.483931753,20143.24027,14.0733903,14.91996,59.66,3987.855834,12.017384,444.5,118.4148241,1326.187848,59.42
1354.001,5.284351111,20071.5348,13.76155218,14.932152,59.27,3987.855834,12.017384,444.5,118.7323388,1327.166256,70.46
1355.001,4.799007275,20028.99415,13.20566682,12.271248,59.93,3987.855834,12.017384,444.5,118.6098688,1328.141616,67.61
1356.009,4.481492616,19996.93352,11.76849979,9.945624,59.52,3987.855834,11.933929,444.5,119.5261254,1328.976768,82.43
1357.015,4.685609182,19900.82061,12.50064148,9.945624,59.72,3987.855834,11.933929,444.5,119.2811855,1329.952128,73.36
1358.012,4.150370186,19902.5443,12.50064148,10.024872,59.57,3987.855834,11.933929,444.5,120.6601063,1330.784232,92.03
1359.003,4.036972093,19869.31157,12.18880336,10.024872,59.49,3987.855834,11.933929,444.5,120.5920675,1331.759592,64.82
1360.005,4.440669302,19852.28152,12.690456,10.024872,59.59,3987.855834,12.017384,444.5,120.4605257,1332.591696,73.36
1361.023,4.277376049,19817.04931,12.60910692,10.021824,59.42,3987.855834,11.933929,444.5,120.5648519,1333.564008,76.33
1362.014,5.452180287,19806.56928,13.32769043,10.024872,59.35,3987.855834,11.933929,444.5,119.3945836,1334.53632,82.43
1363.002,4.526851853,19762.30493,11.87696523,7.793736,59.19,3987.855834,11.933929,444.5,120.3970228,1335.368424,70.46
1364.001,4.626642174,19691.97841,12.17524518,6.010656,59.83,3987.855834,11.933929,444.5,120.1974421,1336.337688,95.34
1365.001,0.312978735,19699.90738,9.124654792,7.49808,59.38,3987.855834,11.933929,444.5,124.6426474,1337.169792,73.36
1366.001,3.206898056,19519.12684,10.00593646,7.784592,59.85,3987.855834,11.850475,444.5,121.6489377,1338.136008,73.36
1367.001,4.272840125,19480.03357,11.37531259,6.312408,59.15,3987.855834,11.850475,444.5,120.5693879,1338.965064,62.09
1368.013,3.161538819,19374.26799,10.53470546,7.793736,59.2,3987.855834,11.933929,444.5,121.6716173,1339.934328,67.61
1369.009,2.825880465,19377.37063,10.71096179,7.775448,59.44,3987.855834,11.850475,444.5,121.7215125,1340.900544,67.61
1370.076,0.235868032,19386.47171,6.006273511,9.244584,59.03,3987.855834,11.933929,444.5,124.8739795,1341.863712,98.72
1371.057,1.896016107,19197.69326,9.9788201,7.748016,59.57,3987.855834,11.933929,444.5,122.9507478,1342.692768,79.35
1372.018,3.515340868,19112.06037,11.80917433,6.300216,59.33,3987.855834,11.850475,444.5,121.2316327,1343.518776,59.42
1373.734,0.181436948,19047.38755,6.751973383,28.901136,60,3987.855834,11.850475,444.5,124.5156415,1345.167744,156.38
1374.038,0.240403956,19042.14753,8.107791331,23.076408,59.46,3987.855834,11.850475,444.5,123.7944296,1345.442064,147.93
1375.011,0.508023454,19065.10708,6.724857024,4.83108,59.69,3987.855834,11.850475,444.5,124.4612104,1346.268072,131.73
1378.306,0.272155422,19038.83805,5.857133537,1.850136,59.47,4010.000494,11.850475,444.5,124.8739795,1349.285592,116.47
1378.306,0.272155422,19038.83805,5.857133537,1.850136,59.47,4010.000494,11.850475,444.5,124.8739795,1349.285592,116.47
1378.306,0.272155422,19038.83805,5.857133537,1.850136,59.47,4010.000494,11.850475,444.5,124.8739795,1349.285592,116.47
1379.052,0.217724338,18994.9874,6.318111639,1.847088,59.5,4010.000494,11.850475,444.5,124.3704919,1349.831184,105.64
1380.058,0.920792511,18894.25499,6.968904254,2.999232,59.42,4010.000494,11.933929,444.5,123.8579326,1350.791304,116.47
1381.003,0.45359237,18854.2654,7.484115075,5.19684,79.24,4010.000494,11.850475,444.5,124.2434861,1351.611216,123.98
1382.009,1.270058636,18883.56812,7.185835126,5.19684,79.45,4010.000494,11.933929,444.5,123.8080374,1352.568288,139.71
1383.006,0.521631226,18877.36284,6.914671536,5.19684,79.54,4010.000494,11.933929,444.5,124.3750279,1353.385152,143.79
1384.002,0.358337972,18886.11918,7.023136972,5.19684,79.19,4010.000494,11.933929,444.5,124.3251327,1354.342224,116.47
1385.011,0.403697209,18878.19021,6.684182485,5.19684,79.38,4010.000494,11.933929,444.5,124.2933812,1355.299296,135.69
1386.008,0.657708937,18867.50333,6.792647921,4.971288,79.49,4010.000494,11.933929,444.5,124.1709113,1356.11616,143.79
1387.008,0.557918615,18836.27008,6.83332246,4.971288,79.62,4010.000494,11.933929,444.5,124.365956,1357.073232,147.93
1388.001,0.340194278,18817.37845,6.928229716,4.971288,79.27,4010.000494,11.933929,444.5,124.3704919,1357.893144,139.71
1389.01,0.494415683,18821.6532,6.765531562,4.974336,79.19,4010.000494,11.933929,444.5,124.3115249,1358.850216,139.71
1390.013,0.689460402,18877.84547,6.81976428,4.971288,79.48,4010.000494,11.933929,444.5,124.1935909,1359.670128,160.69
1391.001,0.848217732,18141.62328,6.873996998,4.974336,79.24,3960.298034,11.933929,444.5,124.1618394,1360.6272,131.73
1392.012,0.948008053,18712.78498,6.629949767,4.974336,79.86,3952.802919,11.933929,444.5,124.3568842,1361.447112,127.83
1393.015,0.99336729,22798.06657,7.199393306,7.10184,79.93,4442.824502,11.933929,444.5,123.8579326,1362.404184,123.98
1394.015,0.752963334,23031.04042,7.429882357,7.10184,79.53,4453.120823,11.933929,444.5,123.9894743,1363.364304,143.79
1395.045,0.916256587,23058.06787,7.158718767,6.43128,79.32,4453.120823,11.933929,444.5,123.9078277,1364.187264,135.69
1396.005,0.843681808,22950.99229,7.036695152,6.031992,79.4,4453.120823,11.933929,444.5,123.9123636,1365.144336,135.69
1397.008,1.006975061,22884.25104,7.673929588,8.799576,79.48,4453.120823,11.933929,444.5,123.5993849,1365.967296,139.71
1398.026,0.879969198,23300.1428,7.389207818,4.794504,79.59,4453.120823,11.933929,444.5,125.1007756,1366.927416,139.71
1399.002,1.401600423,23188.72352,8.555211254,10.024872,79.4,4453.120823,11.933929,444.5,124.2570938,1367.750376,183.14
1400.001,0.884505122,23150.45762,8.826374844,10.024872,79.52,4453.120823,11.933929,444.5,124.7106862,1368.710496,192.53
1401.001,2.190851147,23157.83501,9.734772869,14.785848,79.66,4453.120823,11.933929,444.5,123.5721694,1369.533456,212.02
1402.001,2.091060826,23204.23672,9.816121946,14.801088,79,4453.120823,11.933929,444.5,123.6039208,1370.496624,173.99
1403.034,2.159099681,23147.28603,10.046611,14.822424,79.95,4453.120823,11.933929,444.5,123.5404179,1371.459792,187.81
1404.037,2.540117272,23203.4783,11.0363581,14.383512,79.69,4453.120823,11.933929,444.5,123.1548644,1372.282752,160.69
1405.037,2.549189119,23223.74889,10.88721813,14.392656,79.68,4453.120823,11.933929,444.5,123.1004333,1373.24592,156.38
1406.009,2.422183256,23175.96822,10.41268184,14.612112,79.64,4453.120823,11.933929,444.5,123.2455829,1374.071928,147.93
1407.06,2.553725043,23314.13915,10.23642551,12.719304,79,4453.120823,11.933929,444.5,123.1956877,1375.030219,169.5
1408.005,2.830416389,23326.75656,10.10084372,13.935456,79.39,4453.120823,11.933929,444.5,123.0097148,1375.861104,152.12
1409.017,2.780521228,23414.25103,11.45666166,12.810744,79.34,4453.120823,11.933929,444.5,123.0505381,1376.824272,147.93
1410.005,0.775642953,22960.92074,6.440135255,3.2766,99.29,4453.120823,11.933929,444.5,125.1869582,1377.790488,139.71
1411.001,0.975223595,22938.92646,7.34853328,7.790688,99.35,4453.120823,11.933929,444.5,124.7877969,1378.616496,123.98
1412.001,1.025118756,22955.40493,7.456998716,10.024872,99.24,4453.120823,11.933929,444.5,124.7741891,1379.582712,160.69
1413.001,1.052334298,22976.98552,8.026442254,11.786616,99.72,4453.120823,11.933929,444.5,124.6880066,1380.411768,139.71
1414.001,1.093157612,23027.17936,7.579022331,11.814048,99.28,4453.120823,11.933929,444.5,124.6199677,1381.377984,160.69
1415.01,1.183876086,23035.17727,7.728162305,13.734288,99.34,4453.120823,11.933929,444.5,124.6834707,1382.203992,147.93
1416.04,1.224699399,20352.42721,7.524789613,13.691616,99.65,4134.654111,11.933929,444.5,124.7469736,1383.173256,165.07
1417.012,1.229235323,23018.8367,8.270489485,13.481304,100,4453.120823,11.933929,444.5,124.5972881,1384.002312,165.07
1418.009,1.061406146,23028.48936,7.985767716,13.490448,99.3,4453.120823,11.933929,444.5,124.5746085,1384.968528,160.69
1419.002,1.297274178,20868.224,7.917976818,14.849856,99.45,4183.372364,11.933929,444.5,124.4884259,1385.937792,160.69
1420.063,1.392528576,22956.78388,8.270489485,14.98092,99.32,4453.120823,11.933929,444.5,124.5020337,1386.907056,156.38
1421.017,1.496854821,22902.24635,8.107791331,15.550896,99.01,4453.120823,11.933929,444.5,124.2344142,1387.73916,147.93
1422.014,1.564893677,22832.7472,8.121349511,15.556992,99.01,4453.120823,11.933929,444.5,124.365956,1388.571264,160.69
1423.011,1.564893677,22950.7165,8.202698587,15.413736,99.61,4453.120823,11.933929,444.5,124.1845191,1389.540528,178.53
1424.001,1.5694296,22864.39414,7.8637441,15.593568,99.64,4453.120823,11.933929,444.5,124.2707016,1390.372632,183.14
1425.001,1.909623878,22917.07008,8.13490769,15.547848,99.51,4453.120823,11.933929,444.5,124.0348336,1391.341896,156.38
1426.001,2.054773436,22878.80418,8.93484028,4.117848,99.47,4453.120823,11.933929,444.5,122.6150895,1392.177048,160.69
1427.013,1.342633415,22899.07476,7.87730228,11.253216,99.59,4453.120823,11.933929,444.5,124.2616298,1393.14936,169.5
1428.006,1.356241186,22945.47648,8.378954921,8.506968,99.44,4453.120823,11.933929,444.5,124.2026628,1394.118624,169.5
1429.015,1.746330624,22941.47752,7.850185921,12.048744,99.62,4453.120823,11.933929,444.5,123.9667947,1394.953776,152.12
1430.067,1.705507311,22928.86012,7.958651357,13.819632,99,4453.120823,11.933929,444.5,124.1527676,1395.926088,147.93
1431.027,1.932303496,22824.95612,7.985767716,13.780008,99.66,4453.120823,11.933929,444.5,123.7309267,1396.76124,160.69
1432.072,1.596645142,22761.11067,6.901113357,14.913864,120,4453.120823,11.933929,444.5,124.2298783,1397.733552,147.93
1433.008,1.374384881,22860.05044,9.72121469,17.05356,119.2,4453.120823,11.933929,444.5,124.3977075,1398.568704,183.14
1434.038,1.732722853,22820.95716,8.555211254,18.48612,119,4453.120823,11.933929,444.5,124.071121,1399.547112,165.07
1435.026,1.020582833,18451.12894,6.684182485,4.58724,119.89,3987.855834,11.933929,444.5,124.8014047,1400.522472,169.5
1436.001,1.419744118,19357.78952,6.602833408,12.088368,119.71,4098.654843,11.933929,444.5,124.2253424,1401.357624,192.53
1437.001,2.004878275,19298.01198,10.01949464,12.548616,119.33,4098.654843,11.933929,444.5,123.8760762,1402.332984,156.38
1438.001,1.687363616,16997.16252,8.948398459,13.831824,119,3801.083606,11.933929,444.5,124.189055,1403.171184,156.38
1439.031,1.133980925,21998.82631,9.151771151,11.881104,119.78,4372.113006,11.850475,444.5,125.5634399,1404.149592,152.12
1440.012,1.846120946,22852.32831,9.9788201,12.347448,119.67,4430.976162,11.933929,444.5,124.9148028,1404.987792,173.99
1441.003,1.587573295,22911.62322,9.4500511,14.849856,119.34,4430.976162,11.933929,444.5,125.0463446,1405.963152,156.38
1442.009,1.632932532,22876.11522,10.38556548,14.846808,119.26,4430.976162,11.933929,444.5,125.0327368,1406.94156,173.99
1443.054,1.120373154,22919.96588,8.175582228,14.849856,119.27,4430.976162,11.933929,444.5,125.2549971,1407.782808,160.69
1444.024,1.737258777,20875.3256,8.202698587,14.868144,119.65,4348.340619,11.933929,444.5,125.2368534,1408.761216,143.79
1445.017,1.737258777,20782.17743,8.053558613,14.846808,119.65,4200.747405,11.933929,444.5,124.8467639,1409.602464,143.79
1446.017,1.77808209,22856.05148,8.162024049,16.059912,119,4430.976162,11.933929,444.5,124.7968688,1410.580872,160.69
1447.014,1.741794701,22887.00894,9.422934741,17.806416,120,4430.976162,11.933929,444.5,124.8331561,1411.42212,178.53
1448.004,1.301810102,22845.29566,7.714604126,17.818608,119.32,4430.976162,11.933929,444.5,125.3139641,1412.403576,147.93
1449.001,1.714579159,22903.28057,8.65011851,17.824704,119.77,4430.976162,11.933929,444.5,125.0100572,1413.244824,178.53
1450.001,1.111301307,22847.57093,7.063811511,17.824704,119,4430.976162,11.933929,444.5,125.5090088,1414.22628,143.79
1451.04,1.306346026,22860.60202,10.26354187,19.677888,119.5,4430.976162,11.933929,444.5,125.3910748,1415.210784,135.69
1452.028,1.564893677,22843.50302,8.297605844,19.671792,119.36,4430.976162,11.933929,444.5,125.1461349,1416.052032,156.38
1453.04,1.514998516,22845.91619,9.4500511,19.665696,119.05,4430.976162,11.933929,444.5,125.1279912,1417.036536,169.5
1454.027,1.573965524,22882.80314,10.94145084,19.665696,119.54,4430.976162,11.933929,444.5,124.8966591,1417.880832,192.53
1455.012,1.623860685,22883.97525,7.538347793,19.67484,119.48,4430.976162,11.933929,444.5,125.0009853,1418.862288,152.12
1456.002,2.045701589,22845.5025,10.87365995,19.656552,119.38,4430.976162,11.933929,444.5,124.8014047,1419.706584,165.07
1457.014,1.805297633,22886.18157,9.517841997,19.693128,119.47,4430.976162,11.933929,444.5,124.783261,1420.694136,178.53
1458.011,1.855192793,22899.48845,11.23973079,19.671792,119.52,4430.976162,11.933929,444.5,124.3750279,1421.67864,143.79
1459.001,1.628396608,22821.16401,10.00593646,19.687032,119.64,4430.976162,11.933929,444.5,125.0599523,1422.522936,156.38
1460.001,1.732722853,22887.42262,8.433187639,19.662648,120.05,4430.976162,11.933929,444.5,124.8739795,1423.510488,152.12
1461.025,1.682827693,22748.63116,9.734772869,20.784312,119.49,4430.976162,11.933929,444.5,124.9057309,1424.357832,135.69
1462.01,1.514998516,22784.4839,10.16863461,20.78736,119,4430.976162,11.933929,444.5,125.0009853,1425.345384,160.69
1463.025,1.610252913,22776.27914,7.660371408,20.784312,119.53,4430.976162,11.933929,444.5,125.0690242,1426.192728,135.69
1464.034,1.918695725,22871.42679,10.57538,20.78736,119.53,4430.976162,11.933929,444.5,124.8195484,1427.177232,156.38
1465.021,2.036629741,22825.5077,9.70765651,20.796504,120,4430.976162,11.933929,444.5,124.7560454,1428.158688,160.69
1466.003,1.769010243,22785.24232,7.633255049,20.811744,119.51,4430.976162,11.933929,444.5,124.7877969,1429.002984,165.07
1467.015,2.013950123,22853.29358,11.104149,19.909536,119.51,4430.976162,12.017384,444.5,124.7696532,1429.98444,192.53
1468.017,1.651076227,22805.58186,6.684182485,14.916912,119.3,4430.976162,12.017384,444.5,125.1642786,1430.828736,178.53
1469.029,1.528606287,22741.46061,6.928229716,14.929104,119.61,4408.793648,11.933929,444.5,125.1914941,1431.81324,143.79
1470.008,1.700971388,22774.14176,9.219562049,14.913864,119.39,4408.793648,11.933929,444.5,124.9420183,1432.654488,156.38
1471.001,1.496854821,22720.91424,9.666981972,14.913864,119.26,4408.793648,11.933929,444.5,125.1597427,1433.638992,156.38
1472.004,1.596645142,22667.41092,9.477167459,14.923008,119.68,4408.793648,11.933929,444.5,125.0100572,1434.486336,160.69
1473.001,1.32448972,22648.93297,8.907723921,14.926056,119.37,4408.793648,11.933929,444.5,125.3547874,1435.47084,156.38
1474.013,1.147588696,22608.80548,9.138212972,14.932152,119,4408.793648,11.933929,444.5,125.4455058,1436.455344,160.69
1475.019,1.769010243,22609.63285,7.633255049,14.9352,119.18,4408.793648,11.933929,444.5,125.19603,1437.302688,160.69
1476.015,1.347169339,22572.19432,7.687487767,14.932152,119.24,4408.793648,11.933929,444.5,125.1869582,1438.29024,178.53
1477.012,1.192947933,22577.57223,9.694098331,14.91996,119,4408.793648,11.933929,444.5,125.4863292,1439.134536,165.07
1478.006,0.340194278,21020.52919,7.795953203,7.973568,119.53,4229.592244,11.933929,444.5,126.0533196,1440.122088,160.69
1479.018,1.310881949,22698.57522,9.477167459,14.855952,119.62,4386.648988,11.933929,444.5,126.3209391,1440.969432,178.53
1480.03,1.44695966,22910.38217,8.826374844,14.837664,129.65,4408.793648,11.933929,444.5,126.3799061,1441.960032,160.69
1481.023,1.306346026,22926.10221,8.609443972,14.855952,130,4408.793648,11.933929,444.5,126.2801158,1442.947584,169.5
1482.002,1.329025644,22936.65119,8.40607128,14.846808,129,4408.793648,11.933929,444.5,126.4298013,1443.797976,178.53
1483.004,1.133980925,22691.26678,8.202698587,14.063472,129.01,4408.793648,11.933929,444.5,126.3844421,1444.788576,165.07
1484.001,1.319953797,22794.75709,8.948398459,14.837664,129.38,4408.793648,11.933929,444.5,126.2619721,1445.63592,160.69
1485.001,1.156660544,22740.56429,8.609443972,14.852904,129.65,4408.793648,12.017384,444.5,126.3935139,1446.62652,183.14
1486.001,1.85065687,22748.42432,8.704351228,14.852904,129.36,4408.793648,11.933929,444.5,126.0533196,1447.476912,152.12
1487.009,1.079549841,22688.09519,8.717909408,14.840712,129.47,4408.793648,11.933929,444.5,126.3073314,1448.467512,169.5
1488.006,0.966151748,22768.28122,8.880607562,14.852904,129.66,4408.793648,11.933929,444.5,126.6384538,1449.317904,160.69
1489.018,1.224699399,22703.74629,9.124654792,14.840712,129.36,4408.793648,11.933929,444.5,126.3980498,1450.311552,156.38
1490.012,1.215627552,22760.76593,8.758583946,14.84376,129.64,4408.793648,11.933929,444.5,126.3935139,1451.164992,173.99
1491.002,1.056870222,22743.87378,8.66367669,14.852904,129.34,4408.793648,11.933929,444.5,126.4751605,1452.155592,173.99
1492.017,1.533142211,21337.34329,8.853491203,14.849856,129.58,4218.387425,11.933929,444.5,126.4071217,1453.152288,183.14
1493.011,0.725747792,21242.33353,8.65011851,14.849856,129.2,4268.392717,11.933929,444.5,126.3436187,1454.00268,197.32
1494.044,1.15212462,22642.10716,8.853491203,14.82852,129.27,4408.793648,11.933929,444.5,126.4298013,1454.999376,178.53
1495.017,0.757499258,22635.48819,8.528094895,16.712184,130,4387.330362,11.933929,444.5,126.5885586,1455.852816,183.14
1496.001,1.156660544,20801.13802,8.93484028,16.70304,129.39,4058.037372,11.933929,444.5,126.4025857,1456.849512,192.53
1497.001,1.179340162,20927.17418,8.66367669,16.699992,129,4253.061798,11.933929,444.5,126.5976305,1457.702952,183.14
1498.001,0.848217732,22787.79338,9.273794767,16.70304,129.74,4408.793648,11.933929,444.5,126.5704149,1458.699648,160.69
1499.006,0.934400282,22788.48286,9.246678408,16.709136,129.72,4408.793648,11.933929,444.5,126.683813,1459.696344,160.69
1500.021,1.02965468,22783.65653,8.731467587,16.712184,129.09,4408.793648,12.017384,444.5,126.5568072,1460.552832,165.07
1501.097,0.535238997,22698.02364,9.151771151,17.809464,130,4385.210531,11.933929,444.5,126.8153548,1461.549528,178.53
1502.015,1.084085764,19389.91909,8.365396741,17.818608,129.6,4022.870895,11.933929,444.5,126.506912,1462.406016,156.38
1503.008,1.179340162,21198.89656,8.853491203,17.824704,129.15,4308.025981,12.017384,444.5,126.565879,1463.408808,131.73
1504.002,0.997903214,22827.50718,8.880607562,17.806416,129,4408.793648,11.933929,444.5,126.5250557,1464.265296,147.93
1505.02,1.247379018,22761.80015,8.121349511,17.809464,129.39,4408.793648,11.933929,444.5,126.3935139,1465.26504,169.5
1506.017,1.27459456,22699.47154,8.93484028,17.8308,129.16,4408.793648,12.017384,444.5,126.4933042,1466.261736,173.99
1507.001,1.133980925,22700.16102,8.731467587,17.056608,129.63,4408.793648,11.933929,444.5,126.4706246,1467.118224,178.53
1508.001,1.419744118,22733.04901,9.029747536,17.056608,129.59,4408.793648,12.017384,444.5,126.3073314,1468.11492,173.99
1509.047,1.133980925,22724.15477,8.677234869,17.05356,129.52,4408.793648,11.933929,444.5,126.4706246,1468.971408,169.5
1510.001,1.088621688,22775.9344,8.785700305,17.056608,129,4408.793648,11.933929,444.5,126.5568072,1469.968104,178.53
1511.022,1.020582833,22722.22424,8.772142126,17.05356,129.4,4408.793648,11.933929,444.5,126.5568072,1470.824592,183.14
1512.024,1.229235323,22758.42172,8.907723921,17.065752,129.44,4408.793648,12.017384,444.5,126.4298013,1471.821288,187.81
1513.003,1.161196467,22735.87586,9.246678408,17.05356,129.56,4408.793648,12.017384,444.5,126.3799061,1472.677776,207.06
1514.021,1.632932532,22727.32636,9.4500511,17.056608,129.08,4408.793648,11.933929,444.5,126.1213585,1473.67752,197.32
1515.008,0.87089735,22718.15633,8.961956638,17.059656,129.35,4408.793648,12.017384,444.5,126.6067023,1474.674216,207.06
1516.017,1.025118756,22786.62127,9.138212972,17.05356,129.4,4408.793648,12.017384,444.5,126.4887683,1475.530704,187.81
1517.038,0.925328435,22756.28434,9.151771151,17.056608,129.61,4408.793648,12.017384,444.5,126.565879,1476.5274,178.53
1518.002,1.061406146,22779.38178,9.165329331,16.919448,129.34,4408.793648,12.017384,444.5,126.4751605,1477.383888,183.14
1519.001,0.948008053,21894.71547,7.714604126,3.97764,129.45,4257.982834,11.933929,444.5,127.7225395,1478.383632,178.53
1520.001,6.590697136,22658.79247,10.77875269,8.098536,129.52,4364.504328,11.933929,444.5,122.8509575,1479.24012,116.47
1521.001,1.424280042,22827.23139,9.680540151,17.809464,129.63,4386.648988,12.017384,444.5,126.8697859,1480.236816,187.81
1522.001,1.682827693,22822.54296,9.761889228,17.833848,129.23,4386.648988,12.017384,444.5,126.8108189,1481.093304,173.99
1523.022,1.451495584,23040.07255,8.93484028,17.809464,129.58,4408.793648,12.017384,444.5,126.9650403,1482.093048,160.69
1524.113,1.496854821,22997.66979,9.531400177,17.809464,129.58,4408.793648,12.017384,444.5,127.0920462,1483.089744,178.53
